标题,标题链接,头像,user-detail__name,totalStarIcon1,resource_date
比较朗朗上口古诗的地方，值得去,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164915586.html,https://dimg04.c-ctrip.com/images/Z80o180000013ulo9C34A_C_180_180.jpg,M42****4707,5分,2020/10/28
冲着“”姑苏城外寒山寺”去的,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165465219.html,https://dimg04.c-ctrip.com/images/t1/headphoto/757/757/889/3b86691007a54fe684f07e198432d09b_C_180_180.jpg,_WeCh****94102,3分,2021/1/3
终于打卡了寒山寺，还顺道远观了枫桥和大运河，很棒,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164456449.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,少帅,5分,2020/9/17
一首诗火了这个寺庙，5次烧毁5次重建。想去看意境的去看看吧，很小。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165184711.html,https://dimg04.c-ctrip.com/images/Z80u0b0000005xq9dE865_C_180_180.jpg,一只桃桃宝宝,3分,2020/11/28
体验很好，值得推荐，景色不错，节假日人太多，停车场不好找，撞钟祈福,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164652664.html,https://dimg04.c-ctrip.com/images/t1/headphoto/757/757/889/3b86691007a54fe684f07e198432d09b_C_180_180.jpg,M22****9200,5分,2020/10/5
寒山寺和枫桥景区在一起，我们去的时候刚好碰到了有个导游在讲解，他讲的特别好，所以也对这里增加了好印象。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164661764.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g6/M0A/CD/4D/CggYslc2va2AbPsMAAEBPcW6iBs255_C_180_180.jpg,盛夏光年yumi,5分,2020/10/6
比较小的寺庙，带着古诗的情怀去的，只能翻新的比较明显，哈哈哈,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165434594.html,https://dimg04.c-ctrip.com/images/t1/headphoto/463/352/613/9d877effaa3d4bd0b951bb4c60209b3b_C_180_180.jpg,多瑙河畔克雷姆斯贺知章,4分,2020/12/31
"姑苏城外寒山寺?
真的很清幽?
敲响百年钟声
绕塔而已行
似乎能听到千年的回响有趣好玩，景色不错，总体超赞，",https://gs.ctrip.com/html5/you/comment/detail/3765/11/165140121.html,https://dimg04.c-ctrip.com/images/Z80k15000000y5c7lED88_C_180_180.jpg,啊咦吼嘿呦,5分,2020/11/23
"姑苏城外寒山寺！！！
我的天啊 好激动
课本里的风景 在现实生活中 看到了
着实好激动呀
而且天气十分应景呢
下着绵绵细雨的
清爽凉凉 太舒服了吧
并且游客也不是很多
感觉自己包揽了全部景色
这感觉真棒
虽然谈不上多好玩儿有趣儿
但却是著名景点 肯定是要来看看的
打分
寒山寺
￥28/人
苏州
留园
名胜古迹
浏览 370",https://gs.ctrip.com/html5/you/comment/detail/3765/11/164157693.html,https://dimg04.c-ctrip.com/images/zc0a170000011f8t5F2C8_C_180_180.jpg,M42****5910,5分,2020/8/18
普普通通 平平无奇！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165897966.html,https://dimg04.c-ctrip.com/images/Z80c1g000001gxxgnD511_C_180_180.jpg,姜奕承,3分,2021/3/6
来到苏州必去因为唐代诗人的那首诗，爱书法的去肯定特别有收获。敲钟上钟楼还要再买5元的票。也是没谁了，只有钟楼一张照片。里面香火倒是非常旺的,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164978333.html,https://dimg04.c-ctrip.com/images/Z80n0x000000l9mr1BCA5_C_180_180.jpg,206****690,4分,2020/11/3
一个很有名气的寺院，楼阁林立，层次分明，香火很旺，寺院管理很到位，进入寺院自觉有神圣感，景色也不错,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164718374.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,阳光般的希望,4分,2020/10/9
挺好的，可以转转。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164655341.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g2/M03/C4/5D/CghzgFV2r4GANR98AAD15LpcFAc247_C_180_180.jpg,薛宇,5分,2020/10/5
国庆假期出行，就是稍微有点人多，非常不好停车。总体感觉良好,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164596803.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g5/M06/08/0A/CggYsFcUqbeAMwUzAAALsi7_xgs598_C_180_180.jpg,M36****103,5分,2020/10/2
第二次来寒山寺，秋天的景色确实不错，可能是因为装修的原因，稍显凌乱，一群拍电视剧的，搞了一大堆浓烟。等整修完毕，可能会好一点。有待改进，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165103201.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,goodpanda,3分,2020/11/18
能寄托心灵的地方,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164987473.html,https://dimg04.c-ctrip.com/images/Z80p0e000000746793D97_C_180_180.jpg,M45****568,5分,2020/11/5
一家门出游，地方挺大的，毕竟有名的地方，吃了素食，味道还是可以的，也不想有些景区，价格贵的离谱。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164916404.html,https://dimg04.c-ctrip.com/images/Z80512000000swxpqA096_C_180_180.jpg,159****3082,5分,2020/10/28
值得推荐 名不虚传,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164642636.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,320****592,5分,2020/10/5
值得去！风景好,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165143919.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,小志013,5分,2020/11/23
很喜欢 景色不错,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165006618.html,https://dimg04.c-ctrip.com/images/0Z8061200085z3jpd1525_C_180_180.jpg,118****396,5分,2020/11/7
园区挺小的、其实也就一诗一塔吧、如果是犹豫苏州要去哪些地方的话、私以为可以往后放放、有时间再去,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164630615.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,兔兔与文森特,4分,2020/10/4
文人墨客必来之地，名人大家的墨宝在这里随处可见，仿佛能感受到张继在姑苏城外的寒山寺的夜晚，船夫划着船，张继在忽明忽暗的灯火下难以入眠…,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163894501.html,https://dimg04.c-ctrip.com/images/Z80w1a0000018zn6cD8A6_C_180_180.jpg,梦的光与影,5分,2020/7/22
没事的话可以去逛逛，但是专门去看的话我觉得没必要。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165514246.html,https://dimg04.c-ctrip.com/images/zc0l170000011e3741A91_C_180_180.jpg,hhhlhhh,4分,2021/1/10
风景很好，商业太严重，上香太贵，最好提前自己备香火,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165471927.html,https://dimg04.c-ctrip.com/images/t1/headphoto/982/089/752/f8c7b21182c94524ac4df328fdc7b3dc_C_180_180.jpg,M30****8860,4分,2021/1/4
值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164822018.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M12****129,5分,2020/10/18
寒山寺，高中时来过，为了那首《枫桥夜泊》，那时，寒山寺孤寂清冷，符合那种“月落乌啼霜满天”的意境，现在是不会有了，一个景点而已。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164929024.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,08****858,4分,2020/10/29
旁边的枫桥夜泊景区还不错人生第一次看见京杭大运河，虽然和小时想象不同但也是圆了儿时梦想了,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164886288.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,186****6976,5分,2020/10/25
很好，有文化底蕴，锦鲤很漂亮,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164463038.html,https://dimg04.c-ctrip.com/images/Z80o180000013ulur1D76_C_180_180.jpg,M42****9739,5分,2020/9/17
听见了寒山寺的钟声，感受了一回夜半钟声到客船。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165507801.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g4/M04/96/F8/CggYHlYnpvOAJC4eAAAsFqq2vIY128_C_180_180.jpg,胤小四,4分,2021/1/9
景观较少，上钟楼另外购票，为了一个情愫，礼佛。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165043052.html,https://dimg04.c-ctrip.com/images/0Z83n120008b3a4iu5E6D_C_180_180.jpg,背包客小文子,4分,2020/11/11
寺庙不大也不小，景色不错，满回廊都是那首诗。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165369311.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,呆不住的,3分,2020/12/23
不算一个很大的景点，南朝四百八十寺，多少楼台烟雨中，这是一个典型的江南寺庙，但是感觉应该是新建建筑比较多，找不出古迹的气息。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164738623.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,206****936,4分,2020/10/10
感受张继的枫泊夜桥“姑苏城外寒山寺，夜泊钟声到客船”的意境，景色别致，钟声萦绕耳旁,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164874854.html,https://dimg04.c-ctrip.com/images/t1/headphoto/982/089/752/f8c7b21182c94524ac4df328fdc7b3dc_C_180_180.jpg,M34****180,5分,2020/10/24
一首诗 成就寒山寺 整体一般般吧，钟楼那口钟是日本造的，敲钟要多花五元钱，不过很有意义，可以让孩子体会下，旁边走几步就是大运河,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164760149.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g4/M03/85/56/CggYHFX5j_eALomvAADAUgr3pmw134_C_180_180.jpg,sandy5002,4分,2020/10/12
景色不错，但是携程写景点的情况不属实！把一个景点拆开写，本来不用买票的也写成要买票,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164683697.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,虞城曹彬,5分,2020/10/7
景色不错，有趣好玩，历史悠久，周边环境和配套不错，值得一探究竟,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164538821.html,https://dimg04.c-ctrip.com/images/Z80s13000000twd8s09A6_C_180_180.jpg,香咖啡2020,5分,2020/9/26
千年古寺，诗词点睛，和合祖庭，不虚此行。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165387862.html,https://dimg04.c-ctrip.com/images/Z80o180000013ulur1D76_C_180_180.jpg,M43****7245,4分,2020/12/25
体验很好，有趣好玩，景色不错，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164783750.html,https://dimg04.c-ctrip.com/images/t1/headphoto/177/080/529/285e9abeede347d9a7c1cc5e1b4c9287_C_180_180.jpg,M35****549,5分,2020/10/14
景色不错，体验很好，值得推荐，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164763569.html,https://dimg04.c-ctrip.com/images/t1/headphoto/491/056/464/eb3c7472323e4c3598f58ffa8a6fce99_C_180_180.jpg,你最爱的小哥哥,5分,2020/10/12
景色不错，有趣好玩，体验很好，。。。。。。。。。。。。。。。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164515611.html,https://dimg04.c-ctrip.com/images/t1/headphoto/258/512/704/6bce7506eecc48f8a4a6d3177e0acf24_C_180_180.jpg,M31****7286,5分,2020/9/23
"一首枫桥夜泊带我们来到姑苏城外的寒山寺，其实寒山寺并不远，苏州站直接坐公交车几站就到了，在枫桥景区旁边。
古寒山寺，幽静之所，进门就一口古钟，里面并不大，可以上香拜佛，殿外的锦鲤鱼特别多，引人围观，另有钟楼付钱可以敲钟。
寒山寺门票还包括旁边的寒山钟苑，可以一起看看。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/164290060.html,https://dimg04.c-ctrip.com/images/Z80n0h0000008rqxvCB86_C_180_180.jpg,ro****rs,4分,2020/8/30
寒山寺，一座与诗结缘的佛寺。时光回溯至千年前的唐朝，姑苏城外，一条夜泊枫桥的船上，望着远处点点渔火，一位孤寂忧愁的游子，吟出了千古绝唱：“姑苏城外寒山寺，夜半钟声到客船。”静谧的夜晚，悠扬的钟声，在庄严的佛寺与无眠的诗人之间建立某种联系，一直延绵至今，使得寒山寺香火鼎盛，文风蔚然。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163550205.html,https://dimg04.c-ctrip.com/images/t1/headphoto/164/424/952/04eab99bd26f47acadef4fd3f95b9f37_C_180_180.jpg,溪枫安庆,5分,2020/5/30
姑苏城外寒山寺 值得一游 枫桥景区可以逛逛,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165540568.html,https://dimg04.c-ctrip.com/images/t1/headphoto/207/494/838/fa687736cf3f484480526cfc0eb6c073_C_180_180.jpg,邱晨超ao,4分,2021/1/14
景色不错，人太多，里面要票的不适合游玩，就适合进去拜佛烧香祈福平安，心诚则灵！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165064898.html,https://dimg04.c-ctrip.com/images/Z80q0b00000058dme8677_C_180_180.jpg,愉悦的心情,5分,2020/11/14
赏析一下历代文人书法 亦是不错的选择，淡季出行 ?慢慢看 慢慢玩景色不错，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165039286.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g2/M01/AC/92/CghzgVWnNDqAcFXbAAAn7vcUIHs182_C_180_180.jpg,米老鼠爱憨憨,5分,2020/11/11
"有趣好玩，值得推荐，景色不错，体验很好，
假期来的人有点多 ， 不过推荐大家来看看！",https://gs.ctrip.com/html5/you/comment/detail/3765/11/164689138.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,_WeCh****09217,5分,2020/10/7
古诗取景地，日本人搞出的网红打卡圣地。新年敲钟是特色。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164525320.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,James李1972,4分,2020/9/24
美好的风景人也少，文化味道浓郁。适合打卡拍照，里面还有小猫可爱总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165208433.html,https://dimg04.c-ctrip.com/images/Z8020w000000kwmsd0B84_C_180_180.jpg,118****100,5分,2020/12/1
张继的古诗《枫桥夜泊》，让寒山寺得享盛名千年不衰，也算是圆了一回心愿吧。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164990305.html,https://dimg04.c-ctrip.com/images/Z80n0a0000004i3230FD2_C_180_180.jpg,轩辕战神,5分,2020/11/5
去年全家一游，今年继续。上香礼佛，全家平安。古刹的风景区建设的很好篮球。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164848826.html,https://dimg04.c-ctrip.com/images/t1/headphoto/164/424/952/04eab99bd26f47acadef4fd3f95b9f37_C_180_180.jpg,觉察入微,5分,2020/10/21
到了苏州，来一次寒山寺还是有必要的。具有一定的历史意义。还是应该来一次。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164844756.html,https://dimg04.c-ctrip.com/images/Z80g0i0000009h04x61B2_C_180_180.jpg,erpanger,5分,2020/10/21
景色不错，非常值得信仰佛的人来游览，里面大大小小的宫殿布局独有一番风味。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164669962.html,https://dimg04.c-ctrip.com/images/t1/headphoto/903/173/918/eb4b7bea9720440dac09eab89328ab00_C_180_180.jpg,_WeCh****793254,5分,2020/10/6
值得一去的好地方，感受到了古寺的气魄，令人心旷神怡，景色秀丽，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164616193.html,https://dimg04.c-ctrip.com/images/t1/headphoto/057/777/943/0b93f8268d5546308915f4f9fcaa9483_C_180_180.jpg,M47****865,5分,2020/10/3
寺院不大，名头不小，商业化不少,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165437093.html,https://dimg04.c-ctrip.com/images/Z80t0p000000fwgdwB233_C_180_180.jpg,liu****zhao,4分,2021/1/1
景色不错，性价比高，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164861986.html,https://dimg04.c-ctrip.com/images/t1/headphoto/177/080/529/285e9abeede347d9a7c1cc5e1b4c9287_C_180_180.jpg,M22****7859,5分,2020/10/22
值得推荐，景色不错，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164728944.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,_WeCh****26813,5分,2020/10/10
枫桥夜泊，一首诗让一座寺庙闻名,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164664936.html,https://dimg04.c-ctrip.com/images/Z8010c000000656wfDB98_C_180_180.jpg,dimengshuying,5分,2020/10/6
景色不错，优雅静谧，有趣好玩，只是十一人太多，如果平时来应该体验会更好,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164629928.html,https://dimg04.c-ctrip.com/images/0Z816120008a0t1gk2879_C_180_180.jpg,爱乐的阿狸,4分,2020/10/4
许了愿 期待愿望实现 再次来还愿 吃一碗没有吃到的素斋面,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164480279.html,https://dimg04.c-ctrip.com/images/t1/headphoto/272/077/772/76b262d0cc24492abc5c6784c903c2ab_C_180_180.jpg,_WeCh****021344,5分,2020/9/19
一般，太小了，人多，没啥看头,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165504050.html,https://dimg04.c-ctrip.com/images/t1/headphoto/685/724/771/3cd584c18f744104b47d3f3d075d10e3_C_180_180.jpg,288****382,4分,2021/1/9
没什么可看的，就奔着名气去的,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165483680.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,pj****an,4分,2021/1/6
总体超赞，文化的力量伟大，因为诗词，必须去看一看。春晚敲钟也有寒山寺,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165003404.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,kjfz,5分,2020/11/7
值得去！景色不错，值得推荐，体验很好，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164480047.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,_m13****2403,5分,2020/9/19
景色不错，有趣好玩，总体超赞，性价比高，想去求签，但是没找到地方。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164929867.html,https://dimg04.c-ctrip.com/images/t1/headphoto/057/777/943/0b93f8268d5546308915f4f9fcaa9483_C_180_180.jpg,M44****097,5分,2020/10/29
第一次去，感觉很好。惊奇地发现寒山寺大门上的匾额竟然是程德全题写的,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164708337.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,_M13****9478,5分,2020/10/8
还行吧，带着孩子去寻古探幽因为一首《枫桥夜泊》寒山，石德有点意思…,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164664037.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,139****6969,5分,2020/10/6
我特意写了篇《寒山寺的钟声》已示对寒山寺的喜爱,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164460771.html,https://dimg04.c-ctrip.com/images/t1/headphoto/424/398/503/0386f569fd0d4b488ff41b64bbc5743b_C_180_180.jpg,M35****6518,5分,2020/9/17
"优：挺值得去的，心宁静，为了看课本上的寒山寺。
缺：里边好多不开放，还有自助讲解器有点土亢。
怀着对佛的敬仰进的，就没拍照。??????",https://gs.ctrip.com/html5/you/comment/detail/3765/11/165184843.html,https://dimg04.c-ctrip.com/images/t1/headphoto/164/424/952/04eab99bd26f47acadef4fd3f95b9f37_C_180_180.jpg,M29****6488,4分,2020/11/28
景色美不胜收，自然与人文完美结合！不愧是华东地区一大旅游旺季地！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164916222.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,Mx薛,5分,2020/10/28
文化气场强，周围公园景点环境不错，适合拍拍拍，还是比较推荐去的。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164765031.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,135****6990,5分,2020/10/12
"比预想的要小很多，建筑也大多都是后建的。
寒山寺本身院子不是很大，但是很还是很多的。
估计最多一个小时就逛完了。然后直接去了虎丘，一个下午全逛遍了。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/163876135.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,topgun,5分,2020/7/20
寒山寺始建于南朝萧梁代天监年间（公元502～519年），因唐代诗人张继的《枫桥夜泊》而闻名遐迩。“ 月落乌啼霜满天，江枫渔火对愁眠。姑苏城外寒山寺，夜半钟声到客船。”,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162208038.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,_zx518****056329,5分,2019/12/5
景色不错，有趣好玩，丢,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165647509.html,https://dimg04.c-ctrip.com/images/zc0e170000011go8z7956_C_180_180.jpg,没有斧头的河神,4分,2021/2/1
不大 书法爱好者会感兴趣,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165337144.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,102****768,4分,2020/12/18
姑苏城外寒山寺，终于去看了看，国庆期间人很多，没有好好感受一下,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165044166.html,https://dimg04.c-ctrip.com/images/t1/headphoto/057/777/943/0b93f8268d5546308915f4f9fcaa9483_C_180_180.jpg,_WeCh****004616,5分,2020/11/12
"适合带老人家人出行
距离有点远
是打车去寒山寺的
所以还是权衡一下啊",https://gs.ctrip.com/html5/you/comment/detail/3765/11/164998977.html,https://dimg04.c-ctrip.com/images/Z80v0w000000kvjw82B63_C_180_180.jpg,Christopherbug,5分,2020/11/6
名气挺大 但觉得景色挺普通的 没什么特别点 就是门票价格不高还算合适,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164764464.html,https://dimg04.c-ctrip.com/images/t1/headphoto/882/320/089/158cae5ddb6143c0b6ae18523614cf08_C_180_180.jpg,M28****4902,3分,2020/10/12
寒山寺已经修缮完毕，整体逛起来更舒适，香火缭绕，更有诗中的意境,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164730537.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M07/92/05/CghzfVVjFvKAJ7WGAACiHuK7jII149_C_180_180.jpg,voyagebj,5分,2020/10/10
体验很好，有趣好玩，值得推荐，景色不错，真漂亮，姑苏城外寒山寺,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164673900.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,麦西里的好奇猫,5分,2020/10/6
值得去看看的好地方，优静，古色古香，灵气，园林很美，庙宇雄伟！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164568604.html,https://dimg04.c-ctrip.com/images/Z8090q000000gbms69DCF_C_180_180.jpg,有情人间,5分,2020/9/29
景区里的宣传板太多，影响了古朴的园林美感。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164423948.html,https://dimg04.c-ctrip.com/images/Z80w070000002krvq44B0_C_180_180.jpg,mmcbjo,5分,2020/9/13
景色不错，性价比高，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165598791.html,https://dimg04.c-ctrip.com/images/zc0l170000011e3741A91_C_180_180.jpg,今年要胖20斤,4分,2021/1/23
景色不错，性价比高，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165376448.html,https://dimg04.c-ctrip.com/images/Z804180000013uqy3DB02_C_180_180.jpg,M37****3836,4分,2020/12/24
性价比高，总体超赞，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165292815.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,133****3055,4分,2020/12/12
十一期间出游，选择去寒山寺祈福。就是人有点多，其他总体不错。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165034443.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,水龙王,5分,2020/11/10
性价比高，有趣好玩，总体超赞，景色不错，还不错的，蛮有意思。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165030731.html,https://dimg04.c-ctrip.com/images/zc05170000011gffv6AD5_C_180_180.jpg,M30****408,5分,2020/11/10
大部分人通过那首诗去的吧，我觉得是一个颜值在线的寺庙，还不错,https://gs.ctrip.com/html5/you/comment/detail/3765/11/165012826.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,肋骨是我,5分,2020/11/8
景色不错，总体超赞，性价比高，有趣好玩，和朋友玩的超级开心。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164995378.html,https://dimg04.c-ctrip.com/images/zc0a170000011f8t5F2C8_C_180_180.jpg,梦里的飞翔1,5分,2020/11/6
有趣好玩，景色不错，性价比高，总体超赞，有机会再去。赞赞赞赞,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164988603.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,梓桐吖,5分,2020/11/5
非常值得去 寒山寺好像需要预约 进入苏州入口的公众号 即可买票预约,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164859767.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,139****4912,5分,2020/10/22
还有隔壁的枫桥公园可以游览，和古诗相对应，特别有情调儿！喜欢,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164831103.html,https://dimg04.c-ctrip.com/images/t1/headphoto/724/518/802/e201a429d7a54f72ade0df32a3d59b2f_C_180_180.jpg,M27****275,5分,2020/10/19
很不錯，體驗唐代詩人的人文風範，走了楓橋，敲了鐘聲，回到過去,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164818910.html,https://dimg04.c-ctrip.com/images/t1/headphoto/424/398/503/0386f569fd0d4b488ff41b64bbc5743b_C_180_180.jpg,_WeCh****205478,5分,2020/10/18
特此方便！特此方便！特此方便！特此方便！特此方便！特此方便！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164735877.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,_WeCh****09217,5分,2020/10/10
为了枫桥夜泊这首诗而去，去的时候人没有特别多，还可以还可以。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164725022.html,https://dimg04.c-ctrip.com/images/Z80v0u000000j56r18BF7_C_180_180.jpg,夜落,5分,2020/10/9
体验很好，景色不错，值得推荐，有趣好玩，是值得一逛的景点！！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164635580.html,https://dimg04.c-ctrip.com/images/0Z85d1200082v8w6c3C77_C_180_180.jpg,打柳战士,5分,2020/10/4
景色不错，体验很好，值得推荐，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164514238.html,https://dimg04.c-ctrip.com/images/0Z80u120003rbbmiuC7A7_C_180_180.jpg,Peng626,5分,2020/9/23
体验很好，景色不错，值得推荐，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164492953.html,https://dimg04.c-ctrip.com/images/t1/headphoto/207/494/838/fa687736cf3f484480526cfc0eb6c073_C_180_180.jpg,M27****8801,5分,2020/9/21
