标题,标题链接,头像,user-detail__name,totalStarIcon1,resource_date
"寒山寺名震天下，中国十大古刹之四。

“月落乌啼霜满天，江枫渔火对愁眠。姑苏城外寒山寺，夜半钟声到客船” 因为这首唐代大诗人张继的《枫桥夜泊》。脍炙人口，老幼皆知。影响了我们几代人。也正是这首名作，让很多人追寻着枫桥夜泊的意境，来到寒山寺。当然我也是其中的一个。每次来到寒山寺都有不同的感悟，不同的心得。 寒山寺就是一座历史的博物馆。就是一座中国古代文学艺术的宝库。

寒山寺是千年古寺。又是中国十大著名古寺之一。自然而然，承载着无数的历史变迁，经历了历代的风雨兴衰。这里的的每一个角落，砖砖瓦瓦草草木木，无不包含着可歌可泣的动人故事。

寒山寺始建于南朝，萧良代天蓝年间（502~519年）。最早的时候名叫“妙利普明塔院”。占地一万三千平方米，建筑面积三千四百余平方米。属于禅宗中的临济宗。唐代贞观年间，当时的名僧寒山、希迁两位高僧创建寒山寺。至今一千多年，是中国十大名寺排名第四的寺院。前面的故事不说，就说1949年后。由苏州政府接管，五八年前后与周边其他寺院合并管理。六十年代惨遭损毁。1978年。中国佛教协会会长赵朴初。亲自来到寒山寺指导修复。1979年除夕，苏州市对外友好协会。参与举办了第1届寒山寺听钟声活动。开启了寒山寺大正式弘法复教新篇章。1980年寒山寺被批准为首批国家重点开放的寺院之一。1982年江苏省正式宣布寒山寺为省级文物保护单位。今天，我们可以看到，大雄宝殿店内庭柱上悬挂着佛教大师赵朴初撰写的楹联。“千余年佛土庄严，姑苏城外寒山寺；百八杵人心警悟，阎浮夜半海潮音”。应该算得上近代寒山寺的一座丰碑。

话说寒山寺是一座文化艺术的宝库。主要还是源自于《枫桥夜泊》。这首名作的书法碑刻随处可见。古今名家的碑刻。相映成趣，各领风骚。枫桥夜泊中提到的钟声，又是寒山寺的一大亮点。除了美缝元月1日凌晨零点举行的敲钟活动之外。重大节日，各项法事，以及南来北往的观光客，都对寒山寺的钟声情有独钟。为此，寒山寺内当下最火的活动就是撞钟祈福。你在寺内礼佛的过程当中，会时不时的听到悦耳的钟声。冥想一下《枫桥夜泊》里面的意境。心灵仿佛与古代的文人骚客产生共鸣。人生乘上夜泊的客船穿越到了上古时代。
 寒山寺 

详细地址：江苏省苏州市姑苏区枫桥路。

营业时间：上午9点至下午17点。

交通攻略：市内多路公交车可达。自驾。寒山寺山门前有大型停车场收费停车。不建议骑行共享单车。

人均消费：门票20元。60岁以上半价，70岁以上免费。另有特殊证件者免费。


小Tips：寒山寺。周边均是著名的旅游景区，此地区商业经营氛围浓厚。各类商铺众多，寺院内自营的礼品店、素食馆。均可以选择使用。
深受游客欢迎的 撞钟祈福，每次10元可撞三次。另根据游客需求。可增加金额和次数。撞钟祈福有不同的。级别和次数，可根据服务人员的引导选择。
寺院山门外路边经常会遇到卜挂算命人员和乞讨人员。提醒观光客注意安全。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/164916894.html,https://dimg04.c-ctrip.com/images/Z80o1c000001des645738_C_180_180.jpg,走走停停的一叔,,2020/11/18
"一座姑苏城，半部江南史。
""姑苏城外寒山寺，夜半钟声到客船""。
《枫桥夜泊》这首诗即使是在日本也是家喻户晓。日本的小学生把这首诗作为课文来讲授和背诵。
江南是一个地域象征，而园林又是最典型的江南意象。主要为宅园的苏州园林规模虽小，但体现了古时文人群体中流行的美学风潮和生活方式。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/164563516.html,https://dimg04.c-ctrip.com/images/Z80n1c000001c3rc38255_C_180_180.jpg,蝈蝈在旅行,,2020/9/28
景色不错，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164371791.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,糖果,5分,2020/9/8
体验很好，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164365097.html,https://dimg04.c-ctrip.com/images/t1/headphoto/207/494/838/fa687736cf3f484480526cfc0eb6c073_C_180_180.jpg,_WeCh****809498,5分,2020/9/7
体验很好，景色不错，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164326369.html,https://dimg04.c-ctrip.com/images/t1/headphoto/757/757/889/3b86691007a54fe684f07e198432d09b_C_180_180.jpg,M30****5871,5分,2020/9/3
景色不错，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164256847.html,https://dimg04.c-ctrip.com/images/headphoto/416/094/314/41a1920636104b2ab4806d3e78e4214a_C_180_180.jpg,臃肿滴萝卜,5分,2020/8/27
景色不错，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164249285.html,https://dimg04.c-ctrip.com/images/t1/headphoto/164/424/952/04eab99bd26f47acadef4fd3f95b9f37_C_180_180.jpg,_WeCh****772607,5分,2020/8/26
有趣好玩，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164240759.html,https://dimg04.c-ctrip.com/images/t1/headphoto/062/938/215/f5f05c77006946428867e3c0dae6f4eb_C_180_180.jpg,Marlborodie,5分,2020/8/25
值得推荐，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164230895.html,https://dimg04.c-ctrip.com/images/t1/headphoto/646/318/109/a865fe5f5465407d8befd5dc487a8554_C_180_180.jpg,M29****5034,5分,2020/8/24
景色不错，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164229675.html,https://dimg04.c-ctrip.com/images/0Z83l1200084l6tonF16A_C_180_180.jpg,MONIQUEDILILI,5分,2020/8/24
景色不错，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164214062.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,268****867,5分,2020/8/23
景色不错，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164195422.html,https://dimg04.c-ctrip.com/images/Z80t14000000wtq8uD829_C_180_180.jpg,Undefeated98,5分,2020/8/21
连去几次，香火真旺。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164176891.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,112****005,5分,2020/8/19
建筑独特，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164176522.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M42****615,5分,2020/8/19
找一下诗人当年的感觉,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164162437.html,https://dimg04.c-ctrip.com/images/t1/headphoto/491/056/464/eb3c7472323e4c3598f58ffa8a6fce99_C_180_180.jpg,M34****7688,5分,2020/8/18
体验很好，值得推荐，有趣好玩，景色不错，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164152267.html,https://dimg04.c-ctrip.com/images/Z8070v000000ke2bhB3ED_C_180_180.jpg,豆豆小姐,5分,2020/8/17
值得推荐，景色不错，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164070038.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,正版逍遥,5分,2020/8/10
景色不错，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164046117.html,https://dimg04.c-ctrip.com/images/Z80t0f0000007arkv6BCA_C_180_180.jpg,泪断灬无痕,5分,2020/8/8
值得推荐，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164028738.html,https://dimg04.c-ctrip.com/images/t1/headphoto/982/089/752/f8c7b21182c94524ac4df328fdc7b3dc_C_180_180.jpg,M27****5943,5分,2020/8/6
值得推荐，景色不错，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164012819.html,https://dimg04.c-ctrip.com/images/Z80d0u000000jdk4a733D_C_180_180.jpg,火鹰永生,5分,2020/8/5
景色不错，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163953811.html,https://dimg04.c-ctrip.com/images/t1/headphoto/190/911/768/89580be77fd24808a2628d774b2e8ae1_C_180_180.jpg,鬼邪陆,5分,2020/7/29
景色不错，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163943844.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,rockyruo,5分,2020/7/28
景色不错，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163891100.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M0A/D2/47/CghzflVGoKGAMy7qAAA4iS5ai4c786_C_180_180.jpg,131****3902,5分,2020/7/22
景色不错，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163866974.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M33****54,5分,2020/7/19
有趣好玩，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163861935.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,lx_2375033,5分,2020/7/18
值得推荐，景色不错，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163861039.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M33****54,5分,2020/7/18
值得推荐，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163858054.html,https://dimg04.c-ctrip.com/images/Z80b1a0000018zus56754_C_180_180.jpg,善良的咖啡猫,5分,2020/7/18
体验很好，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163838494.html,https://dimg04.c-ctrip.com/images/t1/headphoto/982/089/752/f8c7b21182c94524ac4df328fdc7b3dc_C_180_180.jpg,M22****8486,5分,2020/7/15
寺庙很安逸，景色宜人,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163791717.html,https://dimg04.c-ctrip.com/images/t1/headphoto/177/080/529/285e9abeede347d9a7c1cc5e1b4c9287_C_180_180.jpg,_CFT0****3187,5分,2020/7/8
景色不错，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163737133.html,https://dimg04.c-ctrip.com/images/t1/headphoto/882/320/089/158cae5ddb6143c0b6ae18523614cf08_C_180_180.jpg,InNow,5分,2020/6/29
景色不错，值得推荐，体验很好，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163732299.html,https://dimg04.c-ctrip.com/images/Z80714000000xaa8e8AEF_C_180_180.jpg,M32****7411,5分,2020/6/28
值得推荐，体验很好，景色不错，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163724137.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M01/34/BF/CghzfFVbR8GAZK4_AAA4o253ATs669_C_180_180.jpg,PradaLoveyou,5分,2020/6/27
很棒，那首诗千古流传,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163723715.html,https://dimg04.c-ctrip.com/images/0Z86o120004owt4ql7DC6_C_180_180.jpg,杨昕祎,5分,2020/6/27
体验很好，景色不错，值得推荐，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163719032.html,https://dimg04.c-ctrip.com/images/Z804180000013uqy3DB02_C_180_180.jpg,m41****6645,5分,2020/6/26
有趣好玩，值得推荐，景色不错，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163697355.html,https://dimg04.c-ctrip.com/images/Z80p13000000vdundAE50_C_180_180.jpg,_WeCh****42235,5分,2020/6/22
有趣好玩，值得推荐，景色不错，体验很好，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163692287.html,https://dimg04.c-ctrip.com/images/t1/headphoto/062/938/215/f5f05c77006946428867e3c0dae6f4eb_C_180_180.jpg,M30****0979,5分,2020/6/21
景色不错，体验很好，值得推荐，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163674284.html,https://dimg04.c-ctrip.com/images/Z8021800000150jsv4566_C_180_180.jpg,小波老西,5分,2020/6/18
体验很好，值得推荐，景色不错，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163600174.html,https://dimg04.c-ctrip.com/images/t1/headphoto/295/828/780/6e6c2151ed65497c850945d5d2b702ae_C_180_180.jpg,M29****5856,5分,2020/6/6
景色不错，体验很好，值得推荐，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163583871.html,https://dimg04.c-ctrip.com/images/t1/headphoto/136/299/437/649eb217e3e54746b7a53b8665e14b00_C_180_180.jpg,M30****7558,5分,2020/6/4
值得推荐，景色不错，体验很好，有趣好玩，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163560132.html,https://dimg04.c-ctrip.com/images/Z80i0j000000a3jmv0939_C_180_180.jpg,丁dingqd,5分,2020/5/31
有趣好玩，值得推荐，体验很好，景色不错，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163486025.html,https://dimg04.c-ctrip.com/images/Z8090e0000006ziu1D237_C_180_180.jpg,320****852,5分,2020/5/20
故地重游，很多没变又有很多变了，回忆满满,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163464437.html,https://dimg04.c-ctrip.com/images/Z80l04000000082e5098B_C_180_180.jpg,Henrylovexiong,5分,2020/5/17
疫情过后还未开放，好像宗教场所部未开放。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163317038.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,小小小兔兔兔,4分,2020/4/27
寒山寺比较小，逛一会就出去了，不过值这个价了，拜一拜，求一求还挺好的，寺庙也不会分季节，所以这个时候可以去逛一下！！！！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162248612.html,https://dimg04.c-ctrip.com/images/t1/headphoto/258/512/704/6bce7506eecc48f8a4a6d3177e0acf24_C_180_180.jpg,M29****4218,4分,2019/12/10
很便捷，直接身份证进去了，千年古寺寒山寺，领略了和合文化，不虚此行，古运河古镇古寺庙古诗古关隘口，姑苏果然是个好地方哈！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161803680.html,https://dimg04.c-ctrip.com/images/Z80e1c000001cr8m84DFB_C_180_180.jpg,M14****750,5分,2019/11/1
好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160714446.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,_WeCh****45835,5分,2019/8/31
寺庙很美，很有意境 人好多，香火好旺哈哈哈,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160389840.html,https://dimg04.c-ctrip.com/images/Z8050w000000kf08hC52E_C_180_180.jpg,LIZHUI,5分,2019/8/15
嗯……真的是奔着童年在课本上的记忆去的。但是现实却……哎……可能我是大北方人吧，真心觉的寒山寺的现实和实际差别很大。寺庙不是很大，布局不是太合理，会让人走来走去的，没有一条固定的路线。但是去景区的公交还是很方便的,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159532847.html,https://dimg04.c-ctrip.com/images/Z80a1e000001fignu0349_C_180_180.jpg,青栀酱,4分,2019/7/2
还行吧除了人很多人很多人太多人很多人太多人很多人太多人很多人太多人很多人太多人很多人太多绝了这些人流人潮人群人从众人太多惹吃不消检票方式不对人又多治安堪忧香火很旺可是我想平常人多吗反正现在人超多现在是五一啊啊啊啊啊啊啊,https://gs.ctrip.com/html5/you/comment/detail/3765/11/158621639.html,https://dimg04.c-ctrip.com/images/t1/headphoto/136/299/437/649eb217e3e54746b7a53b8665e14b00_C_180_180.jpg,M30****1622,4分,2019/5/2
寒山寺位于苏州市姑苏区，始建于南朝萧梁代天监年间。唐代贞观年间，当时的名僧寒山、希迁两位高僧创建寒山寺。历史上寒山寺曾是中国十大名寺之一，寺内古迹甚多，有张继诗的石刻碑文，寒山、拾得的石刻像，文徵明、唐寅所书碑文残片等。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/157784020.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M09/2C/0E/CghzflWzm3eAeDudAAAeHpOf2K0683_C_180_180.jpg,柴康伯爵,5分,2019/2/6
寒山寺、盘门、夜游运河套票、另自加了留园、虎丘，第一站寒山寺，碑亭林立颇为壮观；第二站留园，园子不大没用多长时间，但是景色宜人，还有不知名的小鸟与鱼嬉戏；第三站虎丘，景色极佳，伴有实景和民俗演出，动静结合赏山景，最后观斜塔；第四站盘门，一句话大气，视野开阔，园区还有酒店直通；最后就是赏夜景，**姐弹唱昆曲，弥补了无景色河段的无聊，还有就是船上解说很赞，大赞。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/156966891.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,118****698,5分,2018/10/13
来苏州，怎么能不来寒山寺！这座千年古刹永远是香火缭绕，来这里参观的游客，有很大一部分是笃信佛教的人，抄经书，烧香拜佛是这里除古建筑以外的另一个景观。寺里还有许多名人的墨宝，当然写的都是著名的《枫桥夜泊》。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/156964489.html,https://dimg04.c-ctrip.com/images/Z80v0i0000009m4nr154C_C_180_180.jpg,谁用我的昵称了,5分,2018/10/13
“姑苏城外寒山寺，夜半钟声到客船”《枫桥夜泊》的名句，让寒山寺闻名天下。寺院的游人众多、香火旺盛，依山傍水的建筑格局让它更有了些许的灵动。正如诗句中所言，寒山寺的钟声有着独特的韵味，不仅有着古老的传说和曲折离奇的历史，更是善男信女的心愿所在！寒山寺坐落在枫桥景区内，与周围的古桥古镇连为一体，静下心来再次游览一天不成问题！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/156622162.html,https://dimg04.c-ctrip.com/images/t1/headphoto/983/084/127/4e2eff3490e84527b676f78b08bc7066_C_180_180.jpg,善了哉的,5分,2018/9/12
寒山寺门票20元，到寒山寺都是因为“枫桥夜泊”那首诗的感招。现在寺外矗立了一个进入吉尼斯世界纪录的大字诗碑，上到用“枫桥夜泊”的诗句，沿路的所有石刻灯柱上都刻有不同字体的同一首诗。乘公交到寒山寺，下车后需步行约一千米。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/156167908.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g3/M05/FE/42/CggYGlXdZiqAEXtKAAAfMV4_Iqc960_C_180_180.jpg,木易真人,5分,2018/8/16
"“姑苏城外寒山寺，夜半钟声到客船”从小学背诵唐诗人张继的《枫桥夜泊》以来，便对寒山寺有一种神驰向往，这座坐落在枫桥古镇的千年古寺，如今因工作才有了机会亲身造访一趟这一实地景点……
寺庙内香火鼎盛，游客络绎不绝，无论信佛否，这座古刹都值得到此一访。
路线：高铁至苏州站，出站至南广场地下隧道坐公交车44路或者40路或者游3，到寒山寺南站下，往前步行右拐至枫桥路约500米即到。
网络取票：携程订票要前往寒山寺门口的售票处换取（门票处工作人员服务态度较为差劲！）",https://gs.ctrip.com/html5/you/comment/detail/3765/11/155392534.html,https://dimg04.c-ctrip.com/images/Z80v12000000rvzqd7773_C_180_180.jpg,可儿,5分,2018/6/24
一首枫桥夜泊的古诗令我对寒山寺有许多亲近感，感受一下诗人的意境，看一下古运河，寺内修缮了很多地方，人很多但还是很干净，交通也算便利。寺院不是很大，有时间看一下挺好的，运河上的石桥很高大便于船支道过，不错！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/155024281.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,320****283,5分,2018/5/26
热，和重庆一样的热,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164129198.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,wcbwill,5分,2020/8/15
体验不错，值得推荐,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164092110.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M29****855,5分,2020/8/12
蛮不错的，方便快捷,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164015376.html,https://dimg04.c-ctrip.com/images/Z80w0l000000crpfv298E_C_180_180.jpg,jelvas,5分,2020/8/5
故地重游值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163961931.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,易冰,5分,2020/7/30
一首诗养活了好多人,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163868221.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M07/73/BB/CghzfVT2WPmAJaZlAAC_67EhV54036_C_180_180.jpg,四处瞎溜达,5分,2020/7/19
挺不错的一次旅行哦,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163729288.html,https://dimg04.c-ctrip.com/images/t1/headphoto/057/777/943/0b93f8268d5546308915f4f9fcaa9483_C_180_180.jpg,M22****7354,5分,2020/6/28
姑苏城外寒山寺，说的就是这座经典的庙宇,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163577049.html,https://dimg04.c-ctrip.com/images/Z80b0f0000007eh21AC74_C_180_180.jpg,馒头烧麦,4分,2020/6/3
很多年去过，这次是带女儿去看的，还不错,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163331922.html,https://dimg04.c-ctrip.com/images/t1/headphoto/293/406/308/22631089f44a497495c005fce85f6a6f_C_180_180.jpg,缪罗典韦,5分,2020/4/29
姑苏城外寒山寺，到苏州一定要来玩的景点,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162507819.html,https://dimg04.c-ctrip.com/images/Z80a0n000000efmdv2D7C_C_180_180.jpg,妮妮的甜甜圈,5分,2020/1/2
和朋友是在十一的时候去的，景点香火很旺盛，环境业挺好的，风景不错，可以在寺庙里面逛逛，如果有时间还是可以去看看的。推荐,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162265638.html,https://dimg04.c-ctrip.com/images/0Z818120007pi1lut1B22_C_180_180.jpg,zss景年,4分,2019/12/11
一首诗流传千年，浓厚的文化沉淀气息，姑苏城外寒山寺，夜半钟声到客船，清新而古朴,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162226085.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,captain5336,5分,2019/12/7
去的時候比比較晚了，只是匆匆遊覽了一下,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162095056.html,https://dimg04.c-ctrip.com/images/zc0l170000011e3741A91_C_180_180.jpg,張嘉怡,4分,2019/11/24
很好，姑苏城外寒山寺，游人香客络绎不绝,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161037749.html,https://dimg04.c-ctrip.com/images/t1/headphoto/424/398/503/0386f569fd0d4b488ff41b64bbc5743b_C_180_180.jpg,M32****9273,5分,2019/9/19
寒山寺名气主要来源于张继的《枫桥夜泊》这首诗，姑苏城外寒山寺，夜半钟声到客船。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160727737.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,186****8662,5分,2019/9/1
门口在装修，除了寺庙其他景区都进不去。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160417538.html,https://dimg04.c-ctrip.com/images/t1/headphoto/757/757/889/3b86691007a54fe684f07e198432d09b_C_180_180.jpg,M23****605,4分,2019/8/16
每次出行都用携程买票，方便，快捷。朋友们都感受到了这种方便，推荐给朋友们，大赞,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159235015.html,https://dimg04.c-ctrip.com/images/Z80d13000000ucxkbDD64_C_180_180.jpg,飞行的小丸子,5分,2019/6/9
姑苏城外寒山寺 ，夜半钟声到客船。苏州一行必然要来寒山寺。大雄宝殿，藏经楼佛堂，禅院等都有个外观的古朴。寺庙内香火很旺。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/158946318.html,https://dimg04.c-ctrip.com/images/t1/headphoto/903/173/918/eb4b7bea9720440dac09eab89328ab00_C_180_180.jpg,_WeCh****046796,4分,2019/5/25
非常好，值得一看,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164384526.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,M32****160,5分,2020/9/9
老牌景点值得一游,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164340382.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,189****6033,5分,2020/9/5
没导游好像看不懂,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164176984.html,https://dimg04.c-ctrip.com/images/t1/headphoto/699/910/854/683dab66bb374136af9930ea204dfc7e_C_180_180.jpg,M43****054,5分,2020/8/19
可以但是不怎么大,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164035228.html,https://dimg04.c-ctrip.com/images/0Z86i120007qlcu1iEFBB_C_180_180.jpg,天之西木,5分,2020/8/7
是一个静谧的景点,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164005554.html,https://dimg04.c-ctrip.com/images/t1/headphoto/424/398/503/0386f569fd0d4b488ff41b64bbc5743b_C_180_180.jpg,M31****6381,5分,2020/8/4
还不错，值得一来,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163865856.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M21****930,5分,2020/7/19
去的时候，在装修，不过还是值得去看看,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163646251.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,110****379,5分,2020/6/13
寒山寺的钟声特别有名，还有诗句提到。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163608276.html,https://dimg04.c-ctrip.com/images/Z80t0y000000mbmij0778_C_180_180.jpg,yangyangmane,4分,2020/6/7
其实现代气息挺浓的，就一寺庙群，临河,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163256947.html,https://dimg04.c-ctrip.com/images/Z809070000002oay30EAC_C_180_180.jpg,池塘春草,4分,2020/4/17
周边环境比较寂静，古朴，寒山寺内比较小，唐朝诗人张继的（枫桥夜泊）由不同书法家用不同的风格书写，北门有一块观音石，比较宏伟，也有一些古树，总体寺内比较紧凑。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162557851.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,987036773,4分,2020/1/7
夏天里面竟然很凉快，到处是绿荫，不错,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162016847.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,300****020,5分,2019/11/18
寒山寺整体感觉非常好，票价亲民，整个园区很精致 ，门口有免费导游服务，非常赞。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161949309.html,https://dimg04.c-ctrip.com/images/t1/headphoto/857/872/237/edc9e981b00e436a8dcee595001d62fa_C_180_180.jpg,M38****514,5分,2019/11/12
和想象中稍有落差 竟然不是在山上 哈哈哈,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161754627.html,https://dimg04.c-ctrip.com/images/t1/headphoto/272/077/772/76b262d0cc24492abc5c6784c903c2ab_C_180_180.jpg,M16****049,4分,2019/10/29
寒山寺的钟声，诗韵，人情，美景及复古风的建筑······黄墙绿树，古色古香，都给我留下很深的印象,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161535101.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,_M13****7933,5分,2019/10/14
寒山寺的钟声，诗韵，人情，美景及复古风的建筑······黄墙绿树，古色古香，都给我留下很深的印象,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161535101.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,_M13****7933,5分,2019/10/14
